GeneID,CTRL1,CTRL2,SAMPLE1,SAMPLE2
ENSG00000147117,71,86,29,61
ENSG00000179222,15940,12815,14933,17749
ENSG00000130021,699,451,690,905
ENSG00000130054,369,405,27,316
ENSG00000268629,0,0,0,0
ENSG00000235961,95,73,159,90
ENSG00000188153,5540,2024,6516,14188
ENSG00000134594,177,302,60,249
ENSG00000056277,500,558,573,594
ENSG00000156709,706,591,806,744
ENSG00000223714,3,1,2,3
ENSG00000199564,0,0,0,0
ENSG00000238426,0,0,0,0
ENSG00000226641,0,0,0,0
ENSG00000264573,1,1,2,2
ENSG00000225238,1,0,0,0
ENSG00000233033,1,1,1,6
ENSG00000212207,0,0,0,0
ENSG00000217624,7,7,9,3
ENSG00000242559,0,0,1,3
ENSG00000171657,4,4,0,0
ENSG00000229822,0,0,0,0
ENSG00000237875,0,1,1,2
ENSG00000251807,0,0,0,0
ENSG00000233103,0,0,0,0
ENSG00000237106,0,0,0,0
ENSG00000200906,0,0,0,0
ENSG00000263410,0,0,0,0
ENSG00000131174,1271,1142,936,1119
ENSG00000234391,0,0,0,0
ENSG00000227302,0,0,0,0
ENSG00000230100,0,0,0,0
ENSG00000270747,0,0,0,0
ENSG00000165584,0,0,0,0
ENSG00000225055,0,0,0,0
ENSG00000234448,0,0,0,0
ENSG00000268009,0,0,0,0
ENSG00000231603,0,0,0,0
ENSG00000231489,0,0,0,0
ENSG00000235350,0,0,0,0
ENSG00000226971,1,0,3,0
ENSG00000068438,786,800,927,966
ENSG00000224292,1,5,2,3
ENSG00000147155,241,294,127,279
ENSG00000286268,1,1,3,1
ENSG00000276823,3,2,1,1
ENSG00000202469,0,2,3,1
ENSG00000227042,0,0,0,1
ENSG00000207202,0,0,0,0
ENSG00000102048,5,39,535,139
ENSG00000165192,0,0,0,0
ENSG00000165195,297,308,245,393
ENSG00000165197,31,154,4359,1522
ENSG00000073464,1575,1520,1379,1945
ENSG00000234019,0,1,0,0
ENSG00000235224,0,2,0,0
ENSG00000231340,16,11,8,19
ENSG00000227329,30,26,32,46
ENSG00000276575,0,0,0,1
ENSG00000277474,0,0,0,0
ENSG00000235262,1,1,3,3
ENSG00000226299,0,0,0,0
ENSG00000207408,0,0,0,0
ENSG00000236571,0,0,0,0
ENSG00000234413,0,0,0,0
ENSG00000278204,0,0,0,0
ENSG00000158423,59,48,32,64
ENSG00000233250,0,0,0,0
ENSG00000235416,0,0,0,0
ENSG00000199422,0,0,0,0
ENSG00000224942,0,0,0,0
ENSG00000275268,1,0,2,2
ENSG00000225758,0,0,0,0
ENSG00000134595,134,537,2,72
ENSG00000130829,27,15,167,120
ENSG00000237793,0,0,3,0
ENSG00000244335,0,0,0,0
ENSG00000130822,131,209,128,155
ENSG00000185825,1858,1172,1878,2141
ENSG00000101986,355,224,875,616
ENSG00000232725,23,14,39,17
ENSG00000198753,404,125,186,187
ENSG00000184343,53,58,61,60
ENSG00000180879,1472,1359,3161,2211
ENSG00000184844,1,8,3,1
ENSG00000198910,6149,9658,270,6416
ENSG00000284987,0,1,0,0
ENSG00000273769,2,5,0,9
ENSG00000102032,113,117,40,116
ENSG00000172534,4184,4186,3347,4241
ENSG00000235802,9,6,4,0
ENSG00000177854,87,59,98,140
ENSG00000265176,0,0,0,0
ENSG00000283694,0,0,0,0
ENSG00000284286,0,0,0,0
ENSG00000202024,0,0,0,0
ENSG00000270813,6,0,9,4
ENSG00000183911,2,1,2,5
ENSG00000126953,216,177,156,205
ENSG00000241343,136,109,135,143
ENSG00000257529,0,0,0,0
ENSG00000126945,2238,2293,1785,2186
ENSG00000234557,0,0,0,0
ENSG00000262919,303,265,342,398
ENSG00000260081,59,70,35,85
ENSG00000217889,8,14,1,18
ENSG00000130821,2502,4370,1161,2534
ENSG00000229324,0,0,0,1
ENSG00000212605,0,0,0,0
ENSG00000227536,10,3,19,12
ENSG00000147164,1241,1367,773,1326
ENSG00000184481,253,311,483,304
ENSG00000204165,0,0,0,0
ENSG00000285171,0,0,0,0
ENSG00000169562,2,0,2,5
ENSG00000271886,0,2,0,0
ENSG00000208012,0,0,0,0
ENSG00000131263,2488,2627,2215,2822
ENSG00000230673,0,0,0,0
ENSG00000199885,0,0,0,0
ENSG00000271589,0,0,0,0
ENSG00000050030,781,688,41,817
ENSG00000214016,1,2,0,0
ENSG00000242065,0,0,0,0
ENSG00000189037,0,0,0,0
ENSG00000147113,2,0,0,0
ENSG00000230934,0,0,0,0
ENSG00000281852,0,0,0,0
ENSG00000237182,0,0,0,0
ENSG00000237717,0,0,0,0
ENSG00000224617,0,0,0,0
ENSG00000229030,0,0,0,0
ENSG00000230162,0,1,1,0
ENSG00000219930,0,0,0,0
ENSG00000231513,0,1,0,1
ENSG00000239080,0,0,0,0
ENSG00000214720,0,0,0,0
ENSG00000227610,0,0,0,0
ENSG00000147224,907,848,927,1239
ENSG00000169083,294,237,1190,463
ENSG00000165194,879,472,3969,2237
ENSG00000130385,0,0,0,0
ENSG00000275113,0,0,0,0
ENSG00000236737,0,0,0,0
ENSG00000213856,2,0,3,5
ENSG00000227391,0,0,0,0
ENSG00000068985,0,0,0,0
ENSG00000101951,0,0,0,0
ENSG00000252454,0,0,0,0
ENSG00000234825,7,10,7,11
ENSG00000271339,0,0,0,0
ENSG00000231164,0,0,0,1
ENSG00000225125,61,72,57,117
ENSG00000232611,210,252,115,255
ENSG00000225400,12,23,16,25
ENSG00000147274,10614,10472,8696,9862
ENSG00000232379,0,0,0,0
ENSG00000237307,3,1,3,3
ENSG00000165370,3,2,2,5
ENSG00000224031,6,8,1,8
ENSG00000172465,325,324,507,574
ENSG00000180284,0,0,0,0
ENSG00000123562,7497,6529,11332,11519
ENSG00000231154,30,42,44,49
ENSG00000179363,1,0,4,7
ENSG00000269743,455,258,252,509
ENSG00000102007,135,49,290,164
ENSG00000012211,45,15,60,29
ENSG00000237341,2,0,0,0
ENSG00000102001,6,3,12,3
ENSG00000230216,1,0,2,1
ENSG00000101997,316,384,287,346
ENSG00000049769,353,434,197,367
ENSG00000270012,95,77,84,113
ENSG00000286031,3,3,5,3
ENSG00000147118,354,341,304,353
ENSG00000221994,52,39,75,40
ENSG00000277541,1,0,1,3
ENSG00000230241,0,0,0,0
ENSG00000233139,0,0,0,0
ENSG00000201517,0,0,0,0
ENSG00000225198,0,0,0,0
ENSG00000238032,0,0,0,0
ENSG00000234780,0,0,0,0
ENSG00000252856,0,0,0,0
ENSG00000204368,0,0,0,0
ENSG00000231568,0,0,0,0
ENSG00000229662,0,0,0,0
ENSG00000232813,0,0,0,0
ENSG00000241207,0,0,0,0
ENSG00000237345,0,0,0,0
ENSG00000184788,89,79,34,91
ENSG00000188021,1809,2157,2181,2295
ENSG00000185985,296,789,104,279
ENSG00000130962,234,309,1024,448
ENSG00000101911,278,179,677,416
ENSG00000085224,6012,5189,5146,6478
ENSG00000083750,710,838,1056,878
ENSG00000101842,7,1,2,5
ENSG00000156298,827,755,100,728
ENSG00000126759,23,20,26,11
ENSG00000000005,92,23,630,1068
ENSG00000000003,1861,1551,1475,2176
ENSG00000223819,0,0,0,0
ENSG00000238116,1,2,0,1
ENSG00000275320,0,0,0,0
ENSG00000202231,1,0,1,1
ENSG00000224799,0,0,0,0
ENSG00000237708,0,1,1,0
ENSG00000222303,0,0,0,0
ENSG00000221930,9,8,7,3
ENSG00000287160,1,1,0,0
ENSG00000271677,0,0,0,0
ENSG00000238188,1,2,0,3
ENSG00000228659,4,23,10,23
ENSG00000147256,12,14,86,96
ENSG00000241198,0,0,0,0
ENSG00000269405,0,1,0,0
ENSG00000273746,0,0,0,0
ENSG00000231590,0,0,0,0
ENSG00000158164,1908,2480,251,1785
ENSG00000271005,0,0,0,0
ENSG00000102010,0,1,22,8
ENSG00000285602,4,3,8,5
ENSG00000225833,0,0,1,0
ENSG00000237539,0,0,0,0
ENSG00000169239,203,155,369,304
ENSG00000279413,10,7,29,28
ENSG00000200620,0,0,0,0
ENSG00000281371,0,0,0,0
ENSG00000182287,3023,1836,558,2958
ENSG00000200566,0,0,0,0
ENSG00000226536,0,0,0,0
ENSG00000169188,362,220,496,374
ENSG00000158578,0,4,3,3
ENSG00000278283,0,0,0,0
ENSG00000234466,0,0,2,0
ENSG00000238269,0,1,0,0
ENSG00000234068,2,0,4,2
ENSG00000278319,0,0,0,0
ENSG00000276929,0,0,0,0
ENSG00000186678,0,0,0,0
ENSG00000229760,0,0,0,0
ENSG00000231947,0,0,0,0
ENSG00000238047,0,0,0,0
ENSG00000196924,19685,10555,22595,23582
ENSG00000147003,14,4,11,10
ENSG00000147403,11399,15186,22224,20297
ENSG00000072501,5150,4781,2424,4727
ENSG00000198689,1519,1571,927,2164
ENSG00000283775,0,0,0,0
ENSG00000243011,0,0,0,0
ENSG00000273773,0,0,0,0
ENSG00000213338,0,0,0,0
ENSG00000272681,0,0,0,0
ENSG00000275882,1,2,1,0
ENSG00000226141,0,0,0,0
ENSG00000237619,0,0,0,0
ENSG00000235806,3,0,3,3
ENSG00000287729,2,3,5,8
ENSG00000238123,0,0,0,0
ENSG00000228089,1,0,0,2
ENSG00000235190,0,0,0,0
ENSG00000200587,0,0,0,0
ENSG00000134602,625,706,1787,1471
ENSG00000228819,0,0,0,1
ENSG00000123728,773,997,1960,2022
ENSG00000123560,1314,804,1216,3066
ENSG00000228158,24,21,23,12
ENSG00000227534,0,0,0,0
ENSG00000227942,1,1,0,0
ENSG00000147140,15828,17000,12868,14616
ENSG00000120280,0,1,0,0
ENSG00000178556,0,1,0,0
ENSG00000232368,0,2,4,2
ENSG00000229331,1,0,0,2
ENSG00000241886,12,6,4,2
ENSG00000243055,8,6,2,7
ENSG00000277876,0,0,0,0
ENSG00000231542,0,0,0,0
ENSG00000235512,0,0,0,0
ENSG00000102230,1705,1371,742,1717
ENSG00000226222,0,0,0,0
ENSG00000236836,0,1,0,0
ENSG00000236487,0,0,0,0
ENSG00000101868,1191,605,516,1019
ENSG00000251869,0,0,0,0
ENSG00000232472,18,15,26,18
ENSG00000004848,84,6,13,99
ENSG00000214111,0,0,3,0
ENSG00000240439,0,0,0,0
ENSG00000182484,112,161,202,205
ENSG00000234230,2,2,1,1
ENSG00000225071,0,0,5,2
ENSG00000131089,3422,3602,1518,3697
ENSG00000231729,2,1,5,2
ENSG00000288661,0,0,0,0
ENSG00000236813,1,1,0,0
ENSG00000222532,0,0,0,0
ENSG00000166707,387,359,259,681
ENSG00000158639,0,0,0,0
ENSG00000181191,2420,2946,2153,3062
ENSG00000102387,16,12,20,20
ENSG00000165359,903,1246,797,1295
ENSG00000005889,1129,719,1713,1527
ENSG00000126752,0,0,0,0
ENSG00000197779,661,681,604,763
ENSG00000080561,222,227,529,338
ENSG00000120498,0,0,2,2
ENSG00000147138,1,0,0,0
ENSG00000125354,2296,3094,6019,4912
ENSG00000022267,3359,3393,4251,4824
ENSG00000131269,577,645,307,488
ENSG00000266828,0,0,0,0
ENSG00000231371,0,0,0,0
ENSG00000234558,2,4,8,1
ENSG00000180772,2,21,2884,330
ENSG00000188706,1510,1853,2119,1996
ENSG00000235189,3,6,25,6
ENSG00000238040,1,0,0,0
ENSG00000156697,255,249,355,299
ENSG00000085185,1646,1687,1380,1470
ENSG00000288680,0,1,0,0
ENSG00000207146,17,7,42,30
ENSG00000133124,331,175,78,1204
ENSG00000237863,27,20,5,24
ENSG00000279894,25,10,11,29
ENSG00000196507,763,543,989,1184
ENSG00000288597,28,41,78,62
ENSG00000123575,1803,1581,1519,2927
ENSG00000123576,0,0,0,0
ENSG00000182378,1314,1310,1115,1155
ENSG00000268651,0,0,0,0
ENSG00000171388,42,32,135,137
ENSG00000287024,1,0,0,0
ENSG00000122121,3,33,150,87
ENSG00000122122,3,0,1,2
ENSG00000240143,1,2,0,1
ENSG00000275070,3,2,1,0
ENSG00000078061,719,531,828,743
ENSG00000230781,0,0,0,0
ENSG00000101938,1380,195,156,1244
ENSG00000226112,0,1,0,0
ENSG00000234349,1,0,0,0
ENSG00000077274,154,58,4693,1424
ENSG00000251954,0,0,0,0
ENSG00000223904,0,0,0,0
ENSG00000229939,39,30,53,30
ENSG00000225031,11,14,13,13
ENSG00000102359,46,40,145,153
ENSG00000101892,0,0,0,3
ENSG00000251707,0,0,0,0
ENSG00000232119,1616,2113,1597,1902
ENSG00000171155,358,239,255,413
ENSG00000278317,0,0,0,0
ENSG00000181511,0,0,0,1
ENSG00000158290,2183,2737,3678,3796
ENSG00000238200,0,0,0,0
ENSG00000269096,0,0,0,0
ENSG00000278289,0,0,0,0
ENSG00000271449,0,0,0,0
ENSG00000278085,0,0,0,0
ENSG00000270946,0,0,0,0
ENSG00000207633,0,0,0,0
ENSG00000203933,0,0,0,0
ENSG00000233145,0,0,0,0
ENSG00000214653,3,3,2,5
ENSG00000241248,0,0,0,0
ENSG00000233535,1,0,0,0
ENSG00000212663,1,4,2,4
ENSG00000046647,426,449,674,979
ENSG00000157600,1418,1336,943,2258
ENSG00000208013,0,0,0,0
ENSG00000265584,0,0,0,0
ENSG00000208883,0,0,0,0
ENSG00000224142,1,0,2,3
ENSG00000287685,0,1,1,3
ENSG00000279601,14,22,3,16
ENSG00000187808,10,9,13,16
ENSG00000198918,2264,2911,3618,3306
ENSG00000206622,0,0,0,0
ENSG00000286366,14,40,17,20
ENSG00000125352,151,235,243,238
ENSG00000125356,776,799,819,873
ENSG00000186471,47,1,4,27
ENSG00000101882,457,511,506,548
ENSG00000261435,0,0,0,1
ENSG00000263972,0,0,0,0
ENSG00000214047,0,0,0,1
ENSG00000285709,0,1,0,1
ENSG00000223486,23,23,5,19
ENSG00000236393,1,0,10,0
ENSG00000214045,0,0,0,0
ENSG00000206677,0,0,0,0
ENSG00000183337,3655,3440,2219,4045
ENSG00000132446,0,0,0,0
ENSG00000252903,0,0,0,0
ENSG00000285900,2,1,0,1
ENSG00000222922,0,0,0,0
ENSG00000236285,0,4,1,0
ENSG00000263600,0,0,0,0
ENSG00000221348,0,0,0,0
ENSG00000236828,0,0,0,0
ENSG00000226781,3,3,0,5
ENSG00000215310,0,0,0,0
ENSG00000265170,0,0,0,0
ENSG00000224963,0,3,34,6
ENSG00000283093,1,0,0,0
ENSG00000223591,0,0,0,0
ENSG00000189369,932,1047,777,925
ENSG00000236576,2,0,2,3
ENSG00000252377,0,0,0,0
ENSG00000224109,89,31,34,40
ENSG00000260118,9,12,9,22
ENSG00000228328,1,2,1,2
ENSG00000252145,0,0,0,0
ENSG00000228125,0,0,0,0
ENSG00000206646,0,0,0,0
ENSG00000225925,0,0,0,0
ENSG00000181704,1494,1668,1043,1448
ENSG00000206747,0,0,0,0
ENSG00000079482,902,711,829,1045
ENSG00000160131,1264,1242,420,1154
ENSG00000270052,0,0,1,0
ENSG00000214915,0,0,0,0
ENSG00000071553,4153,3025,2605,4347
ENSG00000186787,73,70,81,94
ENSG00000165583,0,0,0,0
ENSG00000165376,13,12,8,26
ENSG00000198455,391,412,376,471
ENSG00000165591,30,35,108,34
ENSG00000102385,574,710,489,829
ENSG00000147251,604,765,376,1002
ENSG00000283697,0,0,0,0
ENSG00000198205,128,129,191,149
ENSG00000176774,0,0,0,0
ENSG00000232446,0,0,0,0
ENSG00000227511,0,0,0,0
ENSG00000176746,0,0,0,0
ENSG00000232644,0,0,0,0
ENSG00000188408,0,0,0,0
ENSG00000237171,0,0,0,0
ENSG00000259849,1,0,0,0
ENSG00000178146,3,3,0,1
ENSG00000188828,25,10,29,29
ENSG00000215168,1,0,0,0
ENSG00000237294,0,0,2,0
ENSG00000231356,0,0,0,0
ENSG00000226820,0,0,0,0
ENSG00000224236,1,0,0,1
ENSG00000125675,827,471,742,1533
ENSG00000179101,7,2,6,5
ENSG00000228543,0,0,0,0
ENSG00000232111,0,0,0,0
ENSG00000282306,0,0,0,0
ENSG00000282501,0,0,0,0
ENSG00000282358,0,0,0,0
ENSG00000282668,0,0,0,0
ENSG00000282299,0,0,0,0
ENSG00000282697,0,0,0,0
ENSG00000282222,0,0,0,0
ENSG00000281955,0,0,0,1
ENSG00000281941,0,0,0,1
ENSG00000282300,0,0,0,0
ENSG00000101849,1275,924,2608,3010
ENSG00000101850,104,27,91,86
ENSG00000198759,232,27,4088,673
ENSG00000233357,0,0,0,0
ENSG00000283493,0,0,0,0
ENSG00000199622,0,0,0,0
ENSG00000123595,326,332,527,576
ENSG00000046651,1065,1067,1871,1794
ENSG00000147133,1467,1796,2388,2198
ENSG00000147144,601,534,673,679
ENSG00000288053,0,0,0,0
ENSG00000206936,2,1,0,0
ENSG00000068394,396,502,385,527
ENSG00000265033,2,4,3,3
ENSG00000280116,3,4,0,2
ENSG00000279422,2,1,1,0
ENSG00000123584,0,0,0,0
ENSG00000224089,0,0,0,0
ENSG00000226600,0,0,0,0
ENSG00000230347,0,0,0,0
ENSG00000226023,0,0,0,0
ENSG00000237957,0,0,0,0
ENSG00000230594,0,0,0,0
ENSG00000236126,0,0,0,0
ENSG00000242362,0,0,0,0
ENSG00000268738,0,0,1,10
ENSG00000212747,495,552,523,648
ENSG00000134590,2475,2664,2547,2953
ENSG00000286964,148,124,131,106
ENSG00000203950,934,1039,727,956
ENSG00000228372,0,0,0,1
ENSG00000234228,0,0,0,1
ENSG00000196972,251,192,234,335
ENSG00000224107,0,0,0,1
ENSG00000223809,0,0,0,0
ENSG00000232582,0,0,0,0
ENSG00000169551,4,8,9,9
ENSG00000236491,0,14,5,14
ENSG00000228922,0,0,0,0
ENSG00000269833,0,0,0,0
ENSG00000186376,349,459,464,430
ENSG00000238210,0,1,0,1
ENSG00000274024,2,1,3,4
ENSG00000283644,2,0,0,2
ENSG00000284994,2,0,1,3
ENSG00000173275,604,704,1287,1006
ENSG00000178947,455,536,790,744
ENSG00000201440,2,0,3,0
ENSG00000225769,1,1,0,0
ENSG00000273988,0,0,0,0
ENSG00000271158,0,0,0,0
ENSG00000123131,882,555,3185,1963
ENSG00000123130,824,777,1089,1137
ENSG00000233785,1,3,0,6
ENSG00000202272,1,0,0,1
ENSG00000288706,0,0,0,0
ENSG00000184831,412,354,342,677
ENSG00000238103,6,13,15,14
ENSG00000165182,1,1,0,0
ENSG00000130830,305,281,375,391
ENSG00000229237,4,2,2,5
ENSG00000274183,0,0,0,0
ENSG00000288722,85,63,135,78
ENSG00000224069,0,0,0,1
ENSG00000237859,0,0,0,0
ENSG00000233688,0,0,0,0
ENSG00000176318,0,0,0,1
ENSG00000271147,170,188,228,211
ENSG00000227211,0,1,1,1
ENSG00000198932,1537,1110,1866,1305
ENSG00000286327,6,1,7,3
ENSG00000252294,0,2,0,0
ENSG00000230320,2,1,1,2
ENSG00000286237,0,2,0,1
ENSG00000198908,15,12,14,8
ENSG00000215000,0,0,0,0
ENSG00000101890,18,16,0,24
ENSG00000101888,239,199,369,270
ENSG00000233874,0,0,0,0
ENSG00000176076,11,10,109,5
ENSG00000068366,1037,1309,1207,2157
ENSG00000237319,0,0,0,0
ENSG00000252069,0,0,0,0
ENSG00000225381,0,0,0,0
ENSG00000286118,11,10,0,11
ENSG00000277858,0,0,0,0
ENSG00000288709,0,0,0,0
ENSG00000183479,3,1,20,8
ENSG00000203650,21,3,12,7
ENSG00000224341,1,0,0,1
ENSG00000231270,0,0,0,0
ENSG00000175556,93,33,87,88
ENSG00000056998,1257,562,970,1228
ENSG00000235483,2,0,0,0
ENSG00000006756,704,398,579,838
ENSG00000229851,0,0,0,0
ENSG00000205667,4,1,0,24
ENSG00000062096,88,15,0,83
ENSG00000239228,0,0,0,0
ENSG00000230249,0,0,0,0
ENSG00000226784,1,0,2,1
ENSG00000187325,1004,957,544,786
ENSG00000223592,0,0,0,1
ENSG00000147050,1036,912,1819,1403
ENSG00000157399,27,11,324,54
ENSG00000232282,1,0,0,0
ENSG00000229954,0,0,0,0
ENSG00000237300,0,0,0,0
ENSG00000237628,0,0,0,0
ENSG00000228316,0,0,0,0
ENSG00000224471,2,0,0,0
ENSG00000226056,0,0,0,1
ENSG00000234886,0,0,2,0
ENSG00000227649,0,0,0,0
ENSG00000229794,0,0,0,1
ENSG00000202304,0,0,0,0
ENSG00000225046,0,0,0,0
ENSG00000102078,484,526,288,524
ENSG00000147262,2,1,0,0
ENSG00000271286,0,0,0,1
ENSG00000224204,5,7,3,10
ENSG00000233067,0,5,1,7
ENSG00000175809,0,0,0,0
ENSG00000224396,0,0,3,2
ENSG00000201095,0,0,0,0
ENSG00000231011,0,0,0,0
ENSG00000237019,0,0,0,0
ENSG00000102174,54,53,78,283
ENSG00000270794,0,0,0,0
ENSG00000099399,0,0,0,0
ENSG00000120289,0,0,0,0
ENSG00000276940,0,0,0,0
ENSG00000229967,0,0,0,0
ENSG00000102287,326,43,631,711
ENSG00000284363,0,0,0,0
ENSG00000283751,0,0,0,0
ENSG00000102119,970,908,1098,1164
ENSG00000147234,387,857,84,1510
ENSG00000230146,2,0,0,0
ENSG00000274655,0,0,0,0
ENSG00000277577,0,0,0,0
ENSG00000278039,0,0,0,0
ENSG00000182707,0,0,0,0
ENSG00000274430,0,0,0,0
ENSG00000276784,0,0,0,0
ENSG00000271199,5,0,4,4
ENSG00000233984,0,0,0,0
ENSG00000203397,2,0,0,2
ENSG00000234969,19,13,28,16
ENSG00000223650,4,7,3,3
ENSG00000232928,1,5,0,3
ENSG00000280375,3,0,1,4
ENSG00000230986,0,2,0,0
ENSG00000224430,7,0,1,3
ENSG00000196459,482,480,666,808
ENSG00000232801,0,1,1,1
ENSG00000189145,0,0,0,0
ENSG00000216866,8,5,6,8
ENSG00000287549,0,0,0,1
ENSG00000237931,0,0,1,0
ENSG00000225839,2,0,0,0
ENSG00000126950,1172,1668,540,1300
ENSG00000102384,821,513,165,460
ENSG00000231643,0,0,0,0
ENSG00000213397,20,17,42,32
ENSG00000130066,781,805,1721,1424
ENSG00000214107,0,0,0,0
ENSG00000171054,0,0,0,0
ENSG00000171478,0,0,0,0
ENSG00000130052,50,48,974,152
ENSG00000198798,0,0,0,0
ENSG00000215113,0,0,0,0
ENSG00000147174,61,68,104,59
ENSG00000166160,0,0,0,0
ENSG00000267978,0,0,0,0
ENSG00000225396,0,0,0,0
ENSG00000123165,0,2,0,2
ENSG00000215115,0,0,0,0
ENSG00000184033,0,0,0,0
ENSG00000126890,0,0,0,0
ENSG00000126016,1714,1338,7518,3917
ENSG00000268350,11,21,11,14
ENSG00000204279,0,0,0,0
ENSG00000269791,0,0,0,0
ENSG00000236371,0,0,0,0
ENSG00000238205,0,0,0,0
ENSG00000184911,1,3,1,1
ENSG00000214717,1466,1391,928,1727
ENSG00000277120,0,0,0,0
ENSG00000230542,5,0,3,1
ENSG00000002586,2657,2463,7486,4480
ENSG00000124343,4,1,17,6
ENSG00000013619,355,338,157,508
ENSG00000072506,864,746,999,1032
ENSG00000224735,0,0,0,0
ENSG00000226110,0,0,0,0
ENSG00000229037,0,0,0,0
ENSG00000189420,34,16,243,59
ENSG00000123569,3,1,2,0
ENSG00000171405,0,0,0,0
ENSG00000269586,0,0,0,0
ENSG00000067840,6019,7320,2387,6508
ENSG00000102290,440,251,162,487
ENSG00000147124,369,360,329,401
ENSG00000183837,349,135,633,334
ENSG00000251192,151,164,92,182
ENSG00000247746,212,102,193,195
ENSG00000269502,1,0,1,0
ENSG00000179083,72,59,60,79
ENSG00000101981,0,0,0,0
ENSG00000238485,0,0,0,1
ENSG00000221375,0,0,0,0
ENSG00000252719,0,0,0,0
ENSG00000147378,1,0,0,0
ENSG00000147381,0,0,0,0
ENSG00000228965,0,0,0,0
ENSG00000232562,0,0,0,0
ENSG00000182776,0,0,0,0
ENSG00000279750,1,0,0,0
ENSG00000221705,0,0,0,0
ENSG00000154545,22,15,5,4
ENSG00000221475,0,0,0,0
ENSG00000179028,0,0,0,0
ENSG00000076716,4204,2374,8034,13044
ENSG00000206765,0,0,0,0
ENSG00000227008,13,21,22,12
ENSG00000233260,0,0,0,2
ENSG00000286096,0,0,0,0
ENSG00000232068,0,0,0,0
ENSG00000224908,2,0,0,0
ENSG00000283638,11,8,2,19
ENSG00000232664,0,0,0,0
ENSG00000286181,6,3,3,8
ENSG00000184194,1788,2465,1311,2106
ENSG00000270497,42,29,68,45
ENSG00000184205,844,686,2860,1365
ENSG00000126012,3245,3383,3811,3967
ENSG00000227083,0,1,0,3
ENSG00000268066,3,3,4,1
ENSG00000274086,0,0,0,0
ENSG00000236337,8,10,34,17
ENSG00000176988,1,0,3,2
ENSG00000201285,0,0,0,0
ENSG00000219507,14,15,14,4
ENSG00000157625,1198,1186,1072,2062
ENSG00000266560,0,0,0,1
ENSG00000124260,2,0,0,0
ENSG00000231937,0,0,0,0
ENSG00000184634,2185,2401,4000,2653
ENSG00000102081,1712,1872,2958,2302
ENSG00000171402,1,0,0,0
ENSG00000165694,1,1,0,8
ENSG00000158301,1376,1414,1708,1401
ENSG00000189221,446,68,250,314
ENSG00000101825,678,319,11996,6762
ENSG00000213487,0,0,0,0
ENSG00000228459,7,7,1,10
ENSG00000237671,0,0,0,0
ENSG00000227488,0,0,0,0
ENSG00000236362,0,0,0,0
ENSG00000216649,0,0,0,0
ENSG00000215269,0,0,0,0
ENSG00000224902,0,0,0,0
ENSG00000189064,0,0,1,0
ENSG00000205777,0,0,0,0
ENSG00000215274,5,1,8,6
ENSG00000224659,0,0,0,0
ENSG00000274274,0,0,0,0
ENSG00000102158,1481,752,2647,2289
ENSG00000268089,722,314,71,578
ENSG00000269475,2,2,0,0
ENSG00000221867,2,0,0,0
ENSG00000183305,0,0,0,0
ENSG00000198930,0,0,0,1
ENSG00000213401,0,0,0,0
ENSG00000231447,0,0,0,0
ENSG00000268606,0,0,0,0
ENSG00000268916,0,0,0,0
ENSG00000286051,0,0,0,0
ENSG00000147400,1751,1233,1084,1421
ENSG00000147383,682,710,359,758
ENSG00000286939,5,0,5,4
ENSG00000198883,15,4,4,2
ENSG00000234200,0,0,0,0
ENSG00000130741,3360,3445,6286,6883
ENSG00000201407,0,0,0,0
ENSG00000174010,473,470,1531,1419
ENSG00000171100,441,459,332,706
ENSG00000102181,2515,2211,1753,4448
ENSG00000228728,2,3,0,7
ENSG00000196338,2552,1496,1566,1881
ENSG00000231857,0,0,0,0
ENSG00000237963,1,0,2,2
ENSG00000001497,1450,1538,1574,1574
ENSG00000188158,806,839,1495,2200
ENSG00000227645,0,0,0,0
ENSG00000147145,421,581,389,485
ENSG00000214961,0,0,0,0
ENSG00000156531,2900,3231,2522,4558
ENSG00000165704,173,164,187,363
ENSG00000226107,5,10,5,16
ENSG00000216001,0,0,0,3
ENSG00000199132,0,0,0,2
ENSG00000207755,0,0,0,3
ENSG00000207784,0,0,0,1
ENSG00000223749,12,164,151,576
ENSG00000208005,0,1,0,2
ENSG00000284231,0,1,0,0
ENSG00000227060,7,8,26,29
ENSG00000170965,2,2,2,27
ENSG00000235813,0,0,2,1
ENSG00000236509,0,0,0,1
ENSG00000237432,0,0,0,0
ENSG00000199920,0,0,0,0
ENSG00000156504,807,575,275,807
ENSG00000280249,0,0,0,0
ENSG00000235916,0,1,0,0
ENSG00000201618,0,0,0,0
ENSG00000172943,1287,1625,1393,1538
ENSG00000184083,399,298,604,404
ENSG00000224949,0,0,1,0
ENSG00000234566,0,0,0,0
ENSG00000188937,8,1,0,0
ENSG00000269556,385,360,490,490
ENSG00000134597,502,486,461,549
ENSG00000181433,1,2,0,1
ENSG00000171659,7,1,1,9
ENSG00000126733,457,1116,22,928
ENSG00000102034,79,43,563,205
ENSG00000147202,285,122,547,633
ENSG00000197565,3594,667,1147,7770
ENSG00000123594,0,0,0,0
ENSG00000205642,1,0,3,0
ENSG00000017483,44,17,32,25
ENSG00000169059,0,0,3,2
ENSG00000133142,1612,1371,2715,2869
ENSG00000196632,1012,1064,598,1006
ENSG00000185515,600,506,407,485
